Book_Title,Book_Rating,Sentiment_Understandability,How would you rate the conceptual clarity of the book?_score,How engaging and interactive were the examples and exercises?_score,"How helpful were the visuals, diagrams, and illustrations?_score","Overall, how satisfied are you with this textbook?_score",Would you recommend this book to other students?_score,Sentiment_Value_For_Money,Was the book affordable given your financial situation?_score,Sentiment_Exam_Utility,How likely are you to use this book again in future courses?_score,Sentiment_Avg_Rating
LEARN PYTHON 3 HARD WAY(PEARSON+),3.428169014084507,3.1971830985915495,3.5211267605633805,3.647887323943662,3.647887323943662,3.8309859154929575,3.295774647887324,3.380281690140845,2.887323943661972,3.4788732394366195,3.3943661971830985,3.43
LEARN PYTHON 3 THE HARD WAY,3.353694581280788,3.2019704433497536,2.9753694581280787,3.645320197044335,3.3399014778325125,3.6995073891625614,3.6305418719211824,3.270935960591133,2.8374384236453203,3.3694581280788176,3.5665024630541873,3.3500000000000005
LEARN PYTHON 3 THE HARD WAY(PEARSON+,3.278125,3.265625,3.484375,3.75,3.203125,3.53125,3.609375,2.34375,3.046875,2.984375,3.5625,3.28
LEARN PYTHON PROGRAMMING (PB),3.2021739130434783,2.9782608695652173,2.9347826086956523,3.4565217391304346,3.4782608695652173,3.869565217391304,3.0652173913043477,2.6956521739130435,3.0,3.217391304347826,3.3260869565217392,3.2
LEARN TO READ NEW TESTAMENT GREEK,3.3000000000000003,3.1666666666666665,3.6666666666666665,2.8333333333333335,4.333333333333333,3.0,3.0,3.0,2.6666666666666665,3.6666666666666665,3.6666666666666665,3.2999999999999994
LEARNER-CENTERED TEACHING,2.98,2.4,2.0,2.8,2.4,4.0,3.0,3.4,2.8,2.8,4.2,2.98
LEARNER-DIRECTED CLASSROOM,3.1333333333333333,2.3333333333333335,3.0,3.6666666666666665,4.666666666666667,3.6666666666666665,3.3333333333333335,2.6666666666666665,1.6666666666666667,3.3333333333333335,3.0,3.1300000000000003
LEARNING ABOUT DANCE,3.2142857142857144,3.5714285714285716,2.142857142857143,4.714285714285714,2.7142857142857144,4.0,3.142857142857143,2.857142857142857,2.0,3.4285714285714284,3.5714285714285716,3.2114285714285713
LEARNING ASTRONOMY BY DOING,3.033333333333333,4.333333333333333,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.0,3.3333333333333335,2.0,3.0,2.0,2.3333333333333335,3.033333333333333
LEARNING ASTRONOMY BY DOING ASTRONOMY,3.04,2.7,2.7,2.8,3.2,3.9,3.2,2.7,2.6,3.3,3.3,3.04
LEARNING ASTRONOMY BY DOING...-W/WKBK,3.3607142857142853,2.9285714285714284,2.8214285714285716,3.607142857142857,3.5,4.25,3.4642857142857144,3.1785714285714284,2.5714285714285716,3.642857142857143,3.642857142857143,3.36
LEARNING BY DOING,3.4000000000000004,3.3333333333333335,3.1904761904761907,3.5238095238095237,3.3333333333333335,3.7142857142857144,3.5714285714285716,3.6666666666666665,2.8095238095238093,3.5238095238095237,3.3333333333333335,3.3971428571428572
LEARNING CATALYTICS-ACCESS (6 MONTHS),3.5100000000000002,3.2,3.4,3.8,3.9,4.1,3.3,3.3,2.9,3.4,3.8,3.5099999999999993
LEARNING COGNITIVE-BEHAVIOR THERAPY,3.2594594594594595,3.189189189189189,2.72972972972973,3.4324324324324325,3.324324324324324,3.8378378378378377,3.4594594594594597,3.027027027027027,2.675675675675676,3.2972972972972974,3.6216216216216215,3.26
LEARNING DISABILITIES+RELATED DISABIL.,2.75,2.0,2.5,3.0,3.5,2.5,3.5,1.5,2.5,3.0,3.5,2.75
LEARNING EVIDENCE FROM FED....-W/ACCESS,3.266666666666667,3.2222222222222223,3.015873015873016,3.5238095238095237,3.5238095238095237,3.6984126984126986,3.2063492063492065,2.9365079365079363,2.8412698412698414,3.380952380952381,3.3174603174603177,3.267460317460318
LEARNING FROM PRACTICE,3.3800000000000003,2.933333333333333,3.1333333333333333,3.8,3.7333333333333334,3.6666666666666665,3.4,3.1333333333333333,3.2666666666666666,3.2,3.533333333333333,3.38
LEARNING FROM SUPERVISION CHAPTER 3 (AN,3.12,2.6,3.4,2.8,3.4,3.4,2.8,3.4,2.6,3.2,3.6,3.12
LEARNING FROM THE GERMANS,3.2,3.0,2.5,4.0,3.0,2.5,4.0,4.0,2.0,3.5,3.5,3.2
LEARNING IN ADULTHOOD,3.2285714285714286,2.8095238095238093,3.380952380952381,3.2857142857142856,3.0952380952380953,3.4285714285714284,3.142857142857143,3.0476190476190474,2.9047619047619047,3.5238095238095237,3.6666666666666665,3.226666666666667
LEARNING LEADERSHIP,3.1999999999999997,4.0,4.333333333333333,2.0,4.0,3.0,3.0,3.0,2.3333333333333335,3.0,3.3333333333333335,3.1999999999999997
LEARNING MALWARE ANALYSIS,3.2375,2.25,3.25,3.25,3.875,3.875,3.375,3.0,2.625,3.0,3.875,3.24
LEARNING MATH.IN ELEM.+...-TEXT (LL),3.272222222222222,3.2777777777777777,3.0,3.0555555555555554,3.7222222222222223,3.9444444444444446,3.4444444444444446,3.2222222222222223,1.8333333333333333,3.5,3.7222222222222223,3.27
LEARNING PYTHON,3.2736842105263158,3.5789473684210527,3.0,3.6315789473684212,3.1578947368421053,3.8421052631578947,3.5789473684210527,2.8421052631578947,2.6315789473684212,3.0,3.473684210526316,3.27
LEARNING RADIOLOGY-W/ACCESS,3.2550561797752806,2.9101123595505616,3.033707865168539,3.460674157303371,3.561797752808989,3.808988764044944,3.49438202247191,2.6179775280898876,2.842696629213483,3.3820224719101124,3.438202247191011,3.253370786516854
LEARNING SAS BY EXAMPLE,3.088888888888889,2.888888888888889,2.611111111111111,3.2222222222222223,3.388888888888889,3.2777777777777777,3.3333333333333335,2.888888888888889,2.611111111111111,3.2222222222222223,3.4444444444444446,3.09
LEARNING SPARK,2.8666666666666667,2.3333333333333335,3.6666666666666665,3.0,2.6666666666666665,4.0,4.666666666666667,1.6666666666666667,2.0,2.3333333333333335,2.3333333333333335,2.8699999999999997
LEARNING SURGERY,3.3055555555555554,3.0555555555555554,3.0555555555555554,3.5555555555555554,3.5,3.888888888888889,3.5,2.4444444444444446,3.3333333333333335,3.6666666666666665,3.0555555555555554,3.31
LEARNING TABLEAU 2019-CODE,3.2464285714285714,3.5357142857142856,2.75,4.035714285714286,4.25,3.5,2.892857142857143,2.7142857142857144,2.392857142857143,3.25,3.142857142857143,3.25
LEARNING TABLEAU- CODE FALL 24,3.12,2.8,3.2,4.2,4.2,3.8,3.2,2.0,2.6,2.8,2.4,3.12
LEARNING THE ART OF HELP. (PEARSON+),3.1941176470588233,3.0,3.5294117647058822,3.2058823529411766,3.411764705882353,4.0588235294117645,3.6176470588235294,1.9705882352941178,2.6176470588235294,3.176470588235294,3.3529411764705883,3.197352941176471
LEARNING THE ART OF HELPING,3.26875,3.0288461538461537,2.956730769230769,3.456730769230769,3.4423076923076925,3.6586538461538463,3.4423076923076925,3.0240384615384617,2.706730769230769,3.485576923076923,3.485576923076923,3.271153846153846
LEARNING THEORIES,3.2399999999999998,2.85,2.8,3.75,3.75,3.55,3.3,2.95,2.75,3.4,3.3,3.243
LEARNING THEORIES (PEARSON+),3.3,3.0,3.6363636363636362,3.5454545454545454,4.090909090909091,3.5454545454545454,3.1818181818181817,2.090909090909091,2.6363636363636362,3.8181818181818183,3.4545454545454546,3.3
LEARNING THROUGH SERVING,3.4,3.0,4.333333333333333,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.6666666666666665,2.3333333333333335,4.0,3.6666666666666665,3.4
LEARNING TO CONDUCT+REHEARSE,3.275,3.25,3.0,3.25,2.75,3.5,3.75,3.75,2.5,4.5,2.5,3.28
LEARNING TO LEAD IN PHYSICAL THERAPY,3.2777777777777777,3.0069444444444446,3.0972222222222223,3.4722222222222223,3.5972222222222223,3.8472222222222223,3.486111111111111,2.8819444444444446,2.701388888888889,3.3680555555555554,3.3194444444444446,3.28
LEARNING TO THINK THINGS THROUGH (PB),3.279166666666667,3.1666666666666665,3.75,3.6666666666666665,3.25,3.2916666666666665,3.0416666666666665,2.9583333333333335,2.5416666666666665,3.5416666666666665,3.5833333333333335,3.28
LEARNING TOGETHER WITH YOUNG CHILDREN,3.225,3.75,3.0,3.25,2.75,2.75,3.25,3.0,3.0,3.0,4.5,3.22
LEARNING WEB DESIGN,3.5375,3.875,2.5,3.875,3.75,3.375,3.875,3.875,2.375,3.875,4.0,3.535
LEARNING+BEHAVIOR,3.12,3.0,2.8,3.08,3.48,3.84,3.44,2.24,1.92,3.4,4.0,3.1195999999999997
LEARNING+MEMORY,3.0833333333333335,3.1666666666666665,3.3333333333333335,3.0,3.8333333333333335,3.5555555555555554,3.6666666666666665,1.7222222222222223,1.7777777777777777,3.5,3.2777777777777777,3.0855555555555556
LEAVE ONLY FOOTPRINTS,2.9,5.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.9
LEAVES OF GRASS,3.2583333333333333,3.0,2.6666666666666665,3.5833333333333335,3.5833333333333335,3.9166666666666665,3.0833333333333335,3.0,2.9166666666666665,3.75,3.0833333333333335,3.2624999999999997
LEAVING ADDIE FOR SAM:AN AGILE MODEL...,2.975,2.125,3.0,2.625,3.625,3.625,4.0,1.875,1.75,3.875,3.25,2.98
LEAVING DORIAN,3.35,4.0,2.0,3.5,4.0,2.0,4.5,3.5,2.5,4.0,3.5,3.35
LECTURE-TUT.F/INTRO.ASTR.(PEARSON+),3.304761904761905,3.5714285714285716,3.761904761904762,4.0,3.238095238095238,3.4761904761904763,3.0476190476190474,2.8095238095238093,2.619047619047619,3.238095238095238,3.2857142857142856,3.3
LECTURE-TUTORIALS FOR INTRO.ASTRONOMY,3.2876923076923075,3.076923076923077,3.0307692307692307,3.4615384615384617,3.476923076923077,3.9692307692307693,3.6769230769230767,3.1076923076923078,2.6615384615384614,3.0307692307692307,3.3846153846153846,3.286
LECTURE-TUTORIALS FOR...(PEARSON+),3.457142857142857,3.0,3.7857142857142856,3.857142857142857,3.642857142857143,3.7142857142857144,3.857142857142857,2.7857142857142856,2.5714285714285716,4.142857142857143,3.2142857142857144,3.46
LECTURES ON QUANTUM MECHANICS,3.1636363636363636,3.090909090909091,3.909090909090909,2.8181818181818183,2.8181818181818183,3.4545454545454546,2.909090909090909,3.0,2.909090909090909,3.3636363636363638,3.3636363636363638,3.1600000000000006
LEDGER AND THE CHAIN,3.475,2.0,3.25,4.75,3.5,4.5,4.0,3.75,2.75,2.5,3.75,3.48
LEED FOR HOMES REFERENCE GUIDE,3.0,2.5,3.0,3.5,3.5,2.0,2.5,3.0,2.0,4.0,4.0,3.0
LEFT BEHIND,3.05,3.0,3.75,3.25,3.5,4.0,3.25,2.25,1.5,3.25,2.75,3.05
LEFT HAND OF DARKNESS,3.3,3.2,2.0,3.4,4.0,4.0,3.6,3.8,3.4,2.8,2.8,3.3
LEGACY,3.1999999999999997,3.6666666666666665,2.0,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,2.6666666666666665,2.3333333333333335,4.0,3.3333333333333335,3.2000000000000006
LEGACY OF HEART,3.3428571428571425,3.0,2.5714285714285716,4.285714285714286,2.5714285714285716,4.142857142857143,3.2857142857142856,3.5714285714285716,2.5714285714285716,3.7142857142857144,3.7142857142857144,3.34
LEGAL ANALYSIS+WRITING,3.3478873239436617,3.0140845070422535,3.1971830985915495,3.647887323943662,3.4788732394366195,3.3098591549295775,3.676056338028169,3.1690140845070425,2.76056338028169,3.619718309859155,3.6056338028169015,3.35
LEGAL ASPECTS OF HEALTH CARE..-W/ACCESS,3.307142857142857,3.0892857142857144,3.125,3.5892857142857144,3.267857142857143,3.7142857142857144,3.392857142857143,2.7857142857142856,2.875,3.4464285714285716,3.7857142857142856,3.306785714285714
LEGAL ASPECTS OF SPORTS-W/ACCESS,3.2725,2.6,3.6,3.175,3.55,3.7,3.55,3.075,2.65,3.45,3.375,3.2700000000000005
LEGAL CONSIDERATIONS F/FIRE+EMERGENCY..,3.483333333333333,2.6666666666666665,3.1666666666666665,3.0,4.166666666666667,4.5,3.8333333333333335,2.6666666666666665,3.1666666666666665,3.6666666666666665,4.0,3.48
LEGAL ENVIRONMENT OF BUSINESS,3.221025641025641,2.9743589743589745,3.2256410256410257,3.6307692307692307,3.4410256410256412,3.7897435897435896,3.482051282051282,2.128205128205128,2.830769230769231,3.41025641025641,3.2974358974358973,3.217948717948718
LEGAL ENVIRONMENT OF BUSINESS-MINDTA,3.257086614173228,3.0118110236220472,3.2755905511811023,3.421259842519685,3.456692913385827,3.5826771653543306,3.645669291338583,2.4921259842519685,2.874015748031496,3.377952755905512,3.4330708661417324,3.254488188976378
LEGAL ENVIRONMENT OF BUSINESS-MINDTAP,3.3719895287958113,3.073298429319372,3.43979057591623,4.0942408376963355,4.054973821989528,3.6989528795811517,3.369109947643979,2.6465968586387434,2.387434554973822,3.4345549738219896,3.520942408376963,3.3700000000000006
LEGAL ETHICS,3.4,4.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.4
LEGAL ETHICS FOR THE REAL WORLD,3.2952380952380955,3.142857142857143,2.9047619047619047,3.142857142857143,3.3333333333333335,3.8095238095238093,3.6666666666666665,3.0,2.619047619047619,3.4285714285714284,3.9047619047619047,3.3
LEGAL ETHICS:LAW STORIES,3.302824858757062,3.096045197740113,3.0395480225988702,3.5706214689265536,3.4293785310734464,3.790960451977401,3.5762711864406778,2.9661016949152543,2.864406779661017,3.3559322033898304,3.3389830508474576,3.3000000000000003
LEGAL ISSUES IN INFO.SECURITY,3.22,2.7,3.3,3.5,3.4,3.7,3.3,2.0,2.9,4.1,3.3,3.22
LEGAL LEGACY OF THE SPECIAL COURT...,3.3111111111111113,3.4444444444444446,3.111111111111111,3.2222222222222223,3.0,4.0,3.3333333333333335,3.3333333333333335,3.111111111111111,2.888888888888889,3.6666666666666665,3.31
LEGAL LIABILITIES IN SAFETY+LOSS PREV.,3.2456790123456787,2.728395061728395,2.950617283950617,3.6790123456790123,3.3950617283950617,3.888888888888889,3.197530864197531,2.8641975308641974,2.7777777777777777,3.5185185185185186,3.45679012345679,3.25
LEGAL NEGOTIATIONS:THEORY+PRACTICE,3.3285714285714287,3.142857142857143,2.857142857142857,3.761904761904762,2.857142857142857,3.9047619047619047,3.7142857142857144,3.5238095238095237,2.8095238095238093,3.1904761904761907,3.5238095238095237,3.3300000000000005
LEGAL RESEARCH,3.3,4.5,2.5,4.0,4.0,4.0,2.0,1.5,4.0,3.0,3.5,3.3
LEGAL RESEARCH DEMYSTIFIED,3.3213483146067415,2.940074906367041,2.9887640449438204,3.640449438202247,3.4719101123595504,3.8239700374531833,3.5580524344569286,2.9213483146067416,2.902621722846442,3.5168539325842696,3.449438202247191,3.3241573033707867
LEGAL RESEARCH IN A NUTSHELL,3.276923076923077,3.0,3.3846153846153846,3.6666666666666665,3.5128205128205128,3.8205128205128207,3.4871794871794872,2.3846153846153846,2.8205128205128207,3.3333333333333335,3.358974358974359,3.28
"LEGAL RESEARCH,ANALYSIS+...(PEARSON+",3.6,3.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.6
"LEGAL RESEARCH,ANALYSIS,+WRITING",3.0285714285714285,2.9285714285714284,2.7857142857142856,3.642857142857143,3.142857142857143,4.071428571428571,3.5,1.5,1.7142857142857142,3.642857142857143,3.357142857142857,3.0300000000000002
LEGAL RIGHTS OF CONVICTED,3.2666666666666666,3.3333333333333335,3.0,3.5555555555555554,4.111111111111111,3.6666666666666665,2.7777777777777777,2.4444444444444446,3.2222222222222223,3.4444444444444446,3.111111111111111,3.27
LEGAL TECHNOLOGY CERTIFICATE,3.4,4.0,3.75,4.0,4.75,4.25,3.0,2.75,1.25,3.5,2.75,3.4
LEGAL WRITING,3.3783783783783785,2.810810810810811,3.5405405405405403,3.3783783783783785,4.054054054054054,3.918918918918919,3.27027027027027,3.081081081081081,2.810810810810811,3.27027027027027,3.6486486486486487,3.38
LEGAL WRITING (LOOSELEAF)-W/ACCESS,3.3666666666666667,3.4,3.066666666666667,3.6666666666666665,3.8666666666666667,3.4,3.4,2.7333333333333334,2.3333333333333335,3.6666666666666665,4.133333333333334,3.37
LEGAL WRITING BY DESIGN,3.3395833333333336,3.0833333333333335,3.3125,3.6041666666666665,3.2083333333333335,4.0,3.4583333333333335,2.9375,2.7083333333333335,3.5208333333333335,3.5625,3.34
LEGAL WRITING+ANALYSIS-W/ACCESS,3.348051948051948,3.2683982683982684,3.1904761904761907,3.3593073593073592,3.45021645021645,3.792207792207792,3.5281385281385282,3.0735930735930737,2.8095238095238093,3.4545454545454546,3.554112554112554,3.3488744588744592
LEGAL WRITING-W/ACCESS,3.291780821917808,3.0273972602739727,3.0821917808219177,3.506849315068493,3.356164383561644,3.6301369863013697,3.4794520547945207,2.7945205479452055,3.0821917808219177,3.2465753424657535,3.712328767123288,3.291780821917808
LEGAL WRITING:GETTING IT RIGHT...,3.4271186440677965,3.0338983050847457,3.7288135593220337,3.610169491525424,3.4745762711864407,3.711864406779661,3.6779661016949152,3.152542372881356,2.983050847457627,3.559322033898305,3.3389830508474576,3.43
LEGAL+ETHICAL ASPECTS OF HEALTH INFO.,3.4622222222222225,3.3333333333333335,3.2222222222222223,3.511111111111111,3.488888888888889,3.977777777777778,3.6444444444444444,3.2666666666666666,3.0,3.6444444444444444,3.533333333333333,3.46
LEGAL+ETHICAL CONSIDERATIONS...,3.240625,3.3125,3.46875,3.4375,3.59375,3.59375,3.3125,2.28125,2.75,3.34375,3.3125,3.24
LEGAL+ETHICAL ESSEN.OF HLTH...-W/ACCESS,3.352482269503546,3.120567375886525,3.1914893617021276,3.6666666666666665,3.4326241134751774,3.75177304964539,3.4539007092198584,3.1134751773049647,2.9148936170212765,3.375886524822695,3.50354609929078,3.350709219858156
LEGAL+ETHICAL ISSUES FOR...-W/ACCESS,3.1258064516129034,3.064516129032258,3.0,3.5806451612903225,3.5806451612903225,3.967741935483871,3.3870967741935485,2.2903225806451615,2.129032258064516,3.225806451612903,3.032258064516129,3.1270967741935483
LEGAL+PRIVACY ISSUES IN INFO.SECURITY,3.4322580645161294,3.096774193548387,3.032258064516129,3.5483870967741935,3.4516129032258065,4.129032258064516,3.5483870967741935,3.774193548387097,2.6451612903225805,3.2903225806451615,3.806451612903226,3.435483870967742
"LEGAL,PROFESSIONAL+ETHICAL DIMENSIONS",3.6,5.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,3.6
LEGATO ETUDES FOR FRENCH HORN,3.4,2.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.4
LEGEND OF AUNTIE PO,3.1666666666666665,3.0,3.1666666666666665,3.1666666666666665,3.6666666666666665,3.6666666666666665,2.5,3.5,2.0,3.5,3.5,3.17
LEGENDBORN,3.411764705882353,3.411764705882353,3.823529411764706,3.823529411764706,3.2941176470588234,3.764705882352941,2.9411764705882355,2.823529411764706,2.9411764705882355,3.2941176470588234,4.0,3.41
LEGISLATION+REGULATION,3.0964285714285715,2.4642857142857144,2.5714285714285716,3.7142857142857144,3.392857142857143,3.7142857142857144,3.5,2.1785714285714284,3.0,3.0714285714285716,3.357142857142857,3.1
LEGISLATIVE LEVIATHAN,3.575,3.25,3.0,4.25,3.5,4.5,3.75,3.25,3.0,3.0,4.25,3.58
LEHNE'S PHARMACOTHERAPEUTICS..-W/ACC,3.0749999999999997,2.6666666666666665,3.3333333333333335,2.9166666666666665,3.5,3.3333333333333335,3.4166666666666665,2.0833333333333335,2.5,3.9166666666666665,3.0833333333333335,3.08
LEHNE'S PHARMACOTHERAPEUTICS..-W/ACCESS,3.2373626373626374,2.8461538461538463,3.076923076923077,3.4175824175824174,3.318681318681319,3.8131868131868134,3.6153846153846154,2.758241758241758,2.7142857142857144,3.340659340659341,3.4725274725274726,3.24
LEHNINGER PRIN.OF BIOCHEM.-W/ACHIEVE,2.966666666666667,1.6666666666666667,2.6666666666666665,3.3333333333333335,3.0,4.0,3.0,2.0,1.6666666666666667,4.0,4.333333333333333,2.97
LEHNINGER PRIN.OF BIOCHEMISTRY,3.32125,3.2625,2.9125,3.7,3.6375,3.8875,3.425,2.8125,2.6875,3.225,3.6625,3.320125
LEHNINGER PRIN.OF BIOCHEMISTRY-ACHIEVE,3.4,3.090909090909091,3.272727272727273,4.363636363636363,3.8181818181818183,4.181818181818182,3.090909090909091,3.0,3.272727272727273,2.6363636363636362,3.272727272727273,3.4
LEISURE SERVICES MANAGEMENT-W/ACCESS,3.01875,3.125,3.625,3.0,3.0625,3.5,3.0,2.3125,2.375,2.6875,3.5,3.018125
LEISURE+AGING,3.05,3.0,1.0,4.0,2.0,2.5,3.5,4.0,3.5,3.0,4.0,3.05
LENSES ON READING,3.3851063829787233,2.765957446808511,3.2127659574468086,3.425531914893617,3.4893617021276597,3.9574468085106385,3.4893617021276597,3.4680851063829787,2.8297872340425534,3.6595744680851063,3.5531914893617023,3.3817021276595742
LEONARDO DA VINCI,3.3249999999999997,3.0833333333333335,2.75,3.8333333333333335,3.25,3.75,4.0,2.0833333333333335,3.5833333333333335,3.25,3.6666666666666665,3.32
LES BLANCS:COLLECTED LAST PLAYS,3.1666666666666665,3.3333333333333335,2.3333333333333335,2.6666666666666665,3.0,3.3333333333333335,2.6666666666666665,4.333333333333333,3.0,3.0,4.0,3.17
LES MISERABLES,3.0,2.0,2.5,2.5,3.0,4.5,5.0,3.0,2.0,2.5,3.0,3.0
LESSON BEFORE DYING,2.5,3.0,3.0,2.5,3.5,3.5,1.5,2.0,2.0,3.0,1.0,2.5
LESSON PLANNING WITH PURPOSE,3.2,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.2
LEST INNOCENT BLOOD BE SHED,3.6,2.0,4.0,5.0,4.0,5.0,4.0,1.0,3.0,3.0,5.0,3.6
LET NOBODY TURN US AROUND:AFR.-AM.ANTH.,3.2,3.4,3.4,3.8,3.0,3.8,2.4,3.2,2.2,3.0,3.8,3.2
LET THERE BE WATER,3.1999999999999997,2.0,2.3333333333333335,4.666666666666667,2.6666666666666665,4.333333333333333,3.3333333333333335,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,3.2000000000000006
LET YOUR LIFE SPEAK,3.3140495867768593,3.3057851239669422,2.925619834710744,3.4545454545454546,3.3884297520661155,3.768595041322314,3.4049586776859506,3.0578512396694215,2.8595041322314048,3.446280991735537,3.5289256198347108,3.3097520661157023
LET YOUR LIFE SPEAK:25TH ANNIV.ED.,3.4,3.2,3.4,3.0,4.0,4.8,3.6,3.0,2.2,3.4,3.4,3.4
LET'S DO THEOLOGY,3.25,2.5,4.0,3.0,3.8333333333333335,3.8333333333333335,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.8333333333333335,3.8333333333333335,3.25
LET'S GET FREE,2.9555555555555557,3.4444444444444446,3.0,3.3333333333333335,3.3333333333333335,3.0,3.0,1.4444444444444444,2.6666666666666665,3.6666666666666665,2.6666666666666665,2.96
LET'S TALK...-W/ACCESS,3.56,3.8,4.4,3.0,3.6,4.2,2.8,3.4,3.2,2.8,4.4,3.56
LET'S TALK...WITH READINGS-W/ACCESS,3.9000000000000004,4.0,4.0,5.0,4.0,3.0,4.5,4.0,3.0,4.0,3.5,3.9
LETRAS:DE HISPANOAMERICA,3.266666666666667,2.8333333333333335,3.3333333333333335,3.5,2.8333333333333335,3.8333333333333335,3.6666666666666665,3.3333333333333335,2.8333333333333335,3.1666666666666665,3.3333333333333335,3.27
LETTER CONCERNING TOLERATION,3.4,2.6,2.6,3.4,3.8,3.8,4.2,3.0,2.8,3.8,4.0,3.4
LETTER CONCERNING TOLERATION+OTHER...,3.175,2.75,3.0,3.375,3.375,3.25,2.75,3.0,3.0,3.5,3.75,3.18
LETTER LESSON+FIRST WORDS,2.9,3.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.9
LETTER TO A CHRISTIAN NATION,3.533333333333333,4.166666666666667,3.6666666666666665,3.6666666666666665,4.0,3.6666666666666665,3.8333333333333335,3.8333333333333335,1.6666666666666667,4.0,2.8333333333333335,3.53
LETTERS FROM AMERICAN FARMER,3.1333333333333333,3.6666666666666665,2.8333333333333335,3.5,3.5,4.333333333333333,4.0,1.8333333333333333,1.8333333333333333,2.8333333333333335,3.0,3.1300000000000003
"LETTERS FROM HAVANA,DURING YEAR 1820",3.25,1.5,3.5,4.5,4.0,5.0,3.5,2.0,4.0,2.0,2.5,3.25
LETTERS FROM OTHER SIDE OF SILENCE,3.5666666666666664,2.6666666666666665,2.6666666666666665,3.3333333333333335,4.333333333333333,3.6666666666666665,4.333333333333333,3.0,3.3333333333333335,4.333333333333333,4.0,3.57
LETTERS FROM THE END OF THE WORLD,3.4,3.5,2.0,3.25,3.0,4.5,4.0,3.75,2.25,4.5,3.25,3.4
LETTERS OF ABELARD+HELOISE,3.436363636363636,3.1818181818181817,3.090909090909091,3.909090909090909,3.5454545454545454,4.0,3.909090909090909,2.3636363636363638,2.909090909090909,3.6363636363636362,3.8181818181818183,3.4345454545454546
LETTERS OF J.R.R. TOLKIEN,3.266666666666667,2.0,3.3333333333333335,3.3333333333333335,3.6666666666666665,4.0,3.6666666666666665,3.3333333333333335,3.0,3.0,3.3333333333333335,3.27
"LETTERS OF LATE IGNATIUS SANCHO,AFRICAN",2.9,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,2.9
LETTERS OF THE YOUNGER PLINY,4.3,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.3
LETTERS TO A YOUNG MATHEMATICIAN,3.45,3.25,3.75,3.75,4.0,4.0,4.0,2.0,3.25,2.5,4.0,3.45
LETTERS TO A YOUNG POET,3.125,3.0,2.25,3.25,4.25,3.75,3.5,2.5,3.75,2.5,2.5,3.12
LETTERS+PAPERS FROM PRISON,3.3000000000000003,3.3333333333333335,2.0,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,4.0,2.3333333333333335,3.0,4.666666666666667,3.2999999999999994
LETTING GO OF THE WORDS,3.4,5.0,1.5,3.0,3.5,4.0,2.5,5.0,3.5,4.0,2.0,3.4
LEVERAGE LEADERSHIP 2.0,3.3499999999999996,4.0,2.0,3.0,4.0,3.5,3.5,3.5,2.0,3.5,4.5,3.35
LEVERAGE:USING PLCS TO PROMOTE...,3.25,3.2,2.9,3.2,3.5,3.5,3.4,2.4,3.0,3.8,3.6,3.25
LEVIATHAN,3.1605263157894736,3.0789473684210527,2.8947368421052633,3.289473684210526,3.3947368421052633,3.473684210526316,3.1315789473684212,2.6842105263157894,3.0,3.210526315789474,3.4473684210526314,3.1631578947368424
LEVIATHAN ON A LEASH,3.4,2.5,3.75,4.25,2.25,3.0,3.0,3.75,3.25,4.5,3.75,3.4
LEWIN'S GENES XII-W/ACCESS,3.376923076923077,3.3846153846153846,3.923076923076923,3.6153846153846154,3.3846153846153846,3.076923076923077,3.3846153846153846,3.076923076923077,2.769230769230769,3.4615384615384617,3.6923076923076925,3.38
LEWIS MED-SRUG NURSING SHERPATH-ACCESS,3.16,2.8,2.8,4.4,3.6,3.8,3.8,2.2,1.6,3.8,2.8,3.16
LEWIS'S MEDICAL-SURGICAL NURS.-W/ACC,3.24375,2.5,3.0625,3.25,3.875,4.125,3.125,2.25,2.75,3.6875,3.8125,3.2418750000000003
LEWIS'S MEDICAL-SURGICAL NURS.-W/ACCESS,3.128,3.4,3.16,3.56,3.56,3.88,3.12,2.16,1.96,3.64,2.84,3.1319999999999997
LEWIS'S MEDICAL-SURGICAL NURSING-S.G.,3.3,1.5,3.5,2.25,3.5,3.5,4.0,3.25,4.25,3.5,3.75,3.3
