campus_code,adoption_type,dept_code,term_year,term_code,total_bundles,total_spend,total_savings,total_retail
8389-01-01 00:00:00,RQ,CTV,23,F,39,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CTV,23,W,28,1020.1429185972063,1440.7470814027938,1909.5
8389-01-01 00:00:00,RQ,CTV,24,F,88,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CTV,24,W,48,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,21,F,380,27335.864390016915,38120.37560998308,75341.97
8389-01-01 00:00:00,RQ,CUT,22,A,39,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,22,F,425,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,22,W,353,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,23,A,13,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,23,F,297,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,23,W,323,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,24,A,13,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,24,F,278,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,CUT,24,W,251,232.1242558309666,241.43574416903337,557.12
8389-01-01 00:00:00,RQ,DAN,21,F,27,808.7650149127383,1141.9849850872617,2295.0
8389-01-01 00:00:00,RQ,DAN,22,F,27,950.1315546863166,1308.1484453136836,2656.8
8389-01-01 00:00:00,RQ,DAN,23,F,27,1127.6083420877467,954.7816579122533,2449.88
8389-01-01 00:00:00,RQ,DAN,23,W,30,992.5493520559706,1358.8306479440294,2766.34
8389-01-01 00:00:00,RQ,DAN,24,F,48,1948.7921832585646,1720.9878167414356,4317.400000000001
8389-01-01 00:00:00,RQ,DAN,24,W,19,820.34766740797,683.63233259203,1769.4
8389-01-01 00:00:00,RQ,DAT,21,F,64,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,22,A,5,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,22,F,1010,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,22,W,14,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,23,A,7,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,23,F,136,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,23,W,39,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,24,A,24,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,24,F,214,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DAT,24,W,24,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DDT,21,F,191,6015.047572805441,8316.192427194559,16860.07
8389-01-01 00:00:00,RQ,DDT,22,A,4,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DDT,22,F,167,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DDT,22,W,182,74.61061660876283,109.26938339123716,216.32
8389-01-01 00:00:00,RQ,DDT,23,A,21,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DDT,23,F,84,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DDT,23,W,133,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DDT,24,A,9,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DDT,24,F,62,271.86275719990726,275.3772428000929,643.8
8389-01-01 00:00:00,RQ,DDT,24,W,48,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,21,F,342,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,22,A,132,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,22,F,354,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,22,W,319,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,23,A,179,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,23,F,322,3059.01491772745,3621.7450822725496,7083.4800000000005
8389-01-01 00:00:00,RQ,DET,23,W,438,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,24,A,139,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,24,F,426,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DET,24,W,385,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DMS,21,F,80,17471.99282841098,26213.007171589015,14368.3
8389-01-01 00:00:00,RQ,DMS,22,A,8,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DMS,22,F,110,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DMS,23,F,84,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DMS,23,W,50,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DMS,24,A,10,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,DMS,24,F,96,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,ECO,21,F,7,303.26874788801246,431.73125211198754,735.0
8389-01-01 00:00:00,RQ,EGR,22,W,5,384.5737890871265,543.9262109128733,928.5
8389-01-01 00:00:00,RQ,EGR,23,W,6,461.48854690455175,652.7114530954481,1114.1999999999998
8389-01-01 00:00:00,RQ,EGR,24,W,7,703.0686645654753,596.8313354345247,1299.8999999999999
8389-01-01 00:00:00,RQ,ELT,21,F,1066,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,ELT,22,A,38,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,ELT,22,F,1365,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,ELT,22,W,914,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,ELT,23,F,785,11325.294709765803,9230.975290234195,18160.87
8389-01-01 00:00:00,RQ,ELT,23,W,1112,2162.5038481165448,2957.176151883455,3011.52
8389-01-01 00:00:00,RQ,ELT,24,F,952,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,ELT,24,W,559,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,21,F,67,5618.648860920412,8025.961139079587,16052.43
8389-01-01 00:00:00,RQ,EMS,22,A,20,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,22,F,39,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,22,W,23,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,23,A,6,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,23,F,48,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,23,W,23,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,24,A,8,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,24,F,41,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,EMS,24,W,55,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,ENG,21,F,7054,524738.7758803079,699475.6441196922,804697.7899999999
8389-01-01 00:00:00,RQ,ENG,22,A,693,32330.95748764029,41431.26251235972,80178.74
8389-01-01 00:00:00,RQ,ENG,22,F,3976,185074.50350945478,233436.39649054524,475408.58999999997
8389-01-01 00:00:00,RQ,ENG,22,W,1743,71606.31185104637,93235.24814895363,189694.51
8389-01-01 00:00:00,RQ,ENG,23,A,410,19333.45485598005,24439.425144019955,51496.84
8389-01-01 00:00:00,RQ,ENG,23,F,4055,210141.6050343184,211902.5749656816,490766.2
8389-01-01 00:00:00,RQ,ENG,23,W,2133,89146.81177073668,114155.53822926334,227215.19999999998
8389-01-01 00:00:00,RQ,ENG,24,A,71,2282.359968920011,2975.140031079989,6185.61
8389-01-01 00:00:00,RQ,ENG,24,F,1036,28931.164971012633,28116.72502898737,63496.43
8389-01-01 00:00:00,RQ,ENG,24,W,1787,83767.93061088704,81731.08938911297,193249.97
8389-01-01 00:00:00,RQ,ETT,21,F,20,415.65408994744325,604.1459100525568,1199.8
8389-01-01 00:00:00,RQ,ETT,22,F,49,972.7755994430108,1387.654400556989,2400.11
8389-01-01 00:00:00,RQ,ETT,22,W,34,792.6796421391965,1048.5603578608034,2166.04
8389-01-01 00:00:00,RQ,ETT,23,F,30,712.7437935380054,667.7562064619946,1624.1000000000001
8389-01-01 00:00:00,RQ,ETT,23,W,24,851.0434294301117,1120.7965705698884,2319.75
8389-01-01 00:00:00,RQ,ETT,24,F,15,519.3865894117214,555.0134105882787,1264.01
8389-01-01 00:00:00,RQ,ETT,24,W,56,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,FCS,21,F,1,79.28805648352034,112.14194351647966,191.43
8389-01-01 00:00:00,RQ,FVT,22,F,112,3011.646953653578,4253.643046346422,6100.4800000000005
8389-01-01 00:00:00,RQ,FVT,22,W,78,1491.2810778163143,2114.0489221836856,4241.5
8389-01-01 00:00:00,RQ,FVT,23,F,67,2600.2124724454175,2362.167527554582,3663.07
8389-01-01 00:00:00,RQ,FVT,23,W,29,581.1436948218376,844.0163051781624,1676.71
8389-01-01 00:00:00,RQ,FVT,24,F,55,2050.976317562242,1721.873682437758,2998.97
8389-01-01 00:00:00,RQ,FVT,24,W,55,1305.7938119333205,1403.4561880666795,3187.4500000000003
8389-01-01 00:00:00,RQ,GEO,21,F,37,2081.176014238518,2939.723985761482,5020.9
8389-01-01 00:00:00,RQ,GLY,22,F,16,1031.9549206805323,1370.4450793194674,2826.3199999999997
8389-01-01 00:00:00,RQ,GLY,22,W,24,1547.9323810207986,2055.667618979201,4239.48
8389-01-01 00:00:00,RQ,GLY,23,F,2,128.99436508506653,171.30563491493342,353.28999999999996
8389-01-01 00:00:00,RQ,GLY,23,W,19,1223.219503386471,1625.1804966135287,3351.02
8389-01-01 00:00:00,RQ,GLY,24,W,3,213.38483253026203,232.6151674697379,524.7
8389-01-01 00:00:00,RQ,HCA,21,F,135,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HCA,22,F,119,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HCA,22,W,176,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HCA,23,F,148,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HCA,23,W,105,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HCA,24,F,168,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HCA,24,W,112,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIS,21,F,615,10211.076076020363,12699.113923979641,25003.31
8389-01-01 00:00:00,RQ,HIS,22,A,14,81.67350869131293,96.68649130868708,209.86
8389-01-01 00:00:00,RQ,HIS,22,F,541,3400.019446637386,4267.640553362614,9021.41
8389-01-01 00:00:00,RQ,HIS,22,W,401,2625.5857911567437,3413.804208843256,6765.89
8389-01-01 00:00:00,RQ,HIT,21,F,90,6239.378946842576,8837.721053157424,9468.449999999999
8389-01-01 00:00:00,RQ,HIT,22,A,12,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIT,22,F,130,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIT,22,W,272,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIT,23,A,32,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIT,23,F,101,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIT,23,W,100,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIT,24,F,73,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HIT,24,W,40,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HPR,21,F,712,5901.962729106325,8282.457270893676,15233.66
8389-01-01 00:00:00,RQ,HPR,22,A,232,917.7002112099253,1126.2197887900747,2403.52
8389-01-01 00:00:00,RQ,HPR,22,F,1011,2911.324807976315,3572.8351920236855,7624.959999999999
8389-01-01 00:00:00,RQ,HPR,22,W,305,1004.636080513652,1373.743919486348,2554.48
8389-01-01 00:00:00,RQ,HPR,23,A,160,632.8966973861553,776.7033026138447,1657.6
8389-01-01 00:00:00,RQ,HPR,23,F,738,2693.486040651059,2301.7839593489416,5874.12
8389-01-01 00:00:00,RQ,HPR,23,W,1084,2167.671188547582,2660.208811452418,5677.28
8389-01-01 00:00:00,RQ,HPR,24,A,144,580.7343947904749,687.9056052095251,1491.84
8389-01-01 00:00:00,RQ,HPR,24,F,808,2937.8593393821006,2356.9506606178998,6226.36
8389-01-01 00:00:00,RQ,HPR,24,W,964,2632.150795791878,2142.8692042081225,5615.12
8389-01-01 00:00:00,RQ,HRT,21,F,194,7258.435362180106,9673.474637819894,19766.2
8389-01-01 00:00:00,RQ,HRT,22,A,18,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,22,F,143,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,22,W,88,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,23,A,27,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,23,F,107,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,23,W,83,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,24,A,25,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,24,F,160,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HRT,24,W,74,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,HUM,23,F,10,317.75253813682457,226.14746186317544,319.95
8389-01-01 00:00:00,RQ,IDT,21,F,78,4443.320663042061,6192.599336957939,8065.06
8389-01-01 00:00:00,RQ,IDT,22,F,59,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IDT,22,W,40,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IDT,23,F,48,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IDT,23,W,38,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IDT,24,F,80,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IDT,24,W,35,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,21,F,264,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,22,F,276,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,22,W,198,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,23,A,49,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,23,F,220,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,23,W,225,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,24,F,181,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMM,24,W,132,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,IMT,21,F,192,3554.0359904860115,5088.344009513989,10167.47
8389-01-01 00:00:00,RQ,IMT,22,F,118,2731.4385451522394,3991.031454847761,7908.86
8389-01-01 00:00:00,RQ,IMT,22,W,86,1574.9335734319977,2294.5264265680025,4552.24
8389-01-01 00:00:00,RQ,IMT,23,F,100,3424.745986558881,3304.6040134411187,7916.9
8389-01-01 00:00:00,RQ,IMT,23,W,113,2572.3848024223316,3778.025197577668,7471.29
8389-01-01 00:00:00,RQ,IMT,24,F,122,3812.4705888160397,3931.6694111839606,9110.78
8389-01-01 00:00:00,RQ,IMT,24,W,96,2735.622144973474,2839.497855026526,6559.12
8389-01-01 00:00:00,RQ,IST,21,F,772,56689.83585435371,78925.37414564629,135366.93
8389-01-01 00:00:00,RQ,IST,22,A,137,10904.067198192619,15256.272801807381,26758.16
8389-01-01 00:00:00,RQ,IST,22,F,771,57739.771273642225,80523.29872635777,142435.73
8389-01-01 00:00:00,RQ,IST,22,W,660,47811.38972903351,66805.86027096648,112907.37
8389-01-01 00:00:00,RQ,IST,23,A,132,10743.694790834405,14982.165209165598,25446.48
8389-01-01 00:00:00,RQ,IST,23,F,937,84294.39610203344,80976.95389796657,177524.6
8389-01-01 00:00:00,RQ,IST,23,W,752,56494.73754314618,78848.65245685383,138949.39
8389-01-01 00:00:00,RQ,IST,24,A,123,9765.534227746546,12611.305772253454,20795.98
8389-01-01 00:00:00,RQ,IST,24,F,1094,102265.10976285592,99807.32023714406,196033.74
8389-01-01 00:00:00,RQ,IST,24,W,1017,75090.23772644495,69085.98227355506,142531.23
8389-01-01 00:00:00,RQ,LEA,21,F,60,409.43112249362525,558.9688775063747,1139.3999999999999
8389-01-01 00:00:00,RQ,LET,21,F,343,29323.34420914038,40689.28579085962,82367.37
8389-01-01 00:00:00,RQ,LET,22,A,20,1633.3738075637887,2333.9461924362113,4667.5199999999995
8389-01-01 00:00:00,RQ,LET,22,F,203,17306.102731807292,24074.79726819271,48683.22
8389-01-01 00:00:00,RQ,LET,22,W,207,19092.661342041396,26590.888657958607,52588.99
8389-01-01 00:00:00,RQ,LET,23,A,36,2967.5801624013757,4145.059837598625,8367.84
8389-01-01 00:00:00,RQ,LET,23,F,10,1111.3602027766049,957.2397972233953,2433.6000000000004
8389-01-01 00:00:00,RQ,LET,23,W,165,15463.737129007714,21629.86287099229,42954.16
8389-01-01 00:00:00,RQ,LET,24,A,33,2824.1179520873034,3691.0620479126965,7664.8
8389-01-01 00:00:00,RQ,LET,24,F,204,21084.248263720106,20983.311736279895,49490.36
8389-01-01 00:00:00,RQ,LET,24,W,160,18048.724680877014,17649.625319122984,41098.37
8389-01-01 00:00:00,RQ,LGT,21,F,35,3573.965939631584,5257.584060368417,10390.019999999999
8389-01-01 00:00:00,RQ,LGT,22,F,20,2287.12493236976,3246.6750676302418,6510.4
8389-01-01 00:00:00,RQ,LGT,23,F,20,2530.984828116612,2889.7351718833875,6377.28
8389-01-01 00:00:00,RQ,LGT,23,W,11,1257.918712803368,1785.6712871966329,3580.72
8389-01-01 00:00:00,RQ,LGT,24,W,19,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,LLS,21,F,26,866.8220580480549,1278.177941951945,2145.0
8389-01-01 00:00:00,RQ,MAT,21,F,419,23604.492385314818,33422.01761468518,57026.51
8389-01-01 00:00:00,RQ,MAT,23,A,2,404.81894486059065,570.2410551394094,573.56
8389-01-01 00:00:00,RQ,MDT,21,F,43,2603.748610361456,3536.641389638544,6527.96
8389-01-01 00:00:00,RQ,MDT,22,F,80,5182.578577001679,7038.22142299832,12057.4
8389-01-01 00:00:00,RQ,MDT,22,W,36,1449.7862043447858,1902.6037956552145,3943.98
8389-01-01 00:00:00,RQ,MDT,23,F,130,12651.255109223568,9534.164890776432,20366.14
8389-01-01 00:00:00,RQ,MDT,23,W,23,903.9300852296927,1197.0499147703074,2471.72
8389-01-01 00:00:00,RQ,MDT,24,F,44,3905.3087350251108,2731.5812649748896,7808.0
8389-01-01 00:00:00,RQ,MDT,24,W,18,1087.538164339927,874.971835660073,2308.7999999999997
8389-01-01 00:00:00,RQ,MFL,21,F,140,8290.217442127121,11710.182557872882,20000.4
8389-01-01 00:00:00,RQ,MLT,21,F,20,1277.4043947891623,1818.7456052108375,2442.9
8389-01-01 00:00:00,RQ,MMT,21,F,60,4173.543317542129,5938.256682457871,10111.8
8389-01-01 00:00:00,RQ,MMT,23,W,40,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MNT,23,F,18,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MNT,23,W,9,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MNT,24,F,75,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MNT,24,W,147,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,22,F,69,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,22,W,26,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,23,A,27,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,23,F,14,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,23,W,33,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,24,A,3,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,24,F,3,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MST,24,W,3,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,MUA,21,F,104,2852.5138103037107,4059.2161896962893,4718.16
8389-01-01 00:00:00,RQ,MUA,22,F,120,2203.508423405108,3162.091576594892,5055.799999999999
8389-01-01 00:00:00,RQ,MUA,22,W,122,2642.7519423396875,3776.6280576603126,5395.78
8389-01-01 00:00:00,RQ,MUA,23,F,81,2488.1426623479388,2193.0473376520613,4393.389999999999
8389-01-01 00:00:00,RQ,MUA,23,W,145,3869.0711413047493,5432.07885869525,5601.249999999999
8389-01-01 00:00:00,RQ,MUA,24,F,98,3495.1000441380274,3261.6999558619723,3974.6199999999994
8389-01-01 00:00:00,RQ,MUA,24,W,51,1793.8410579342265,1585.7489420657735,1997.9899999999998
8389-01-01 00:00:00,RQ,MUS,21,F,78,4656.247719430472,6232.442280569527,12810.41
8389-01-01 00:00:00,RQ,MUS,22,F,794,44249.5622364236,59331.7377635764,121861.34
8389-01-01 00:00:00,RQ,MUS,22,W,489,27230.40942366191,36587.300576338086,74818.07
8389-01-01 00:00:00,RQ,MUS,23,F,51,3030.82033308923,2713.51966691077,5225.150000000001
8389-01-01 00:00:00,RQ,MUS,23,W,653,35373.59617331032,47450.933826689674,97360.74
8389-01-01 00:00:00,RQ,MUS,24,F,58,2167.5087894939793,1887.9012105060208,4771.110000000001
8389-01-01 00:00:00,RQ,MUS,24,W,13,885.0445436049899,752.60545639501,1926.69
8389-01-01 00:00:00,RQ,NUR,21,F,536,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,NUR,22,A,213,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,NUR,22,F,372,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,NUR,23,A,384,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,NUR,23,F,339,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,NUR,23,W,168,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,NUR,24,F,318,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,NUR,24,W,192,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PCT,21,F,182,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PCT,22,F,377,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PCT,22,W,100,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PCT,23,F,112,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PCT,23,W,87,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PCT,24,F,161,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHI,21,F,166,7282.89397115985,10006.386028840154,20340.32
8389-01-01 00:00:00,RQ,PHY,21,F,97,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHY,22,A,60,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHY,22,F,70,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHY,22,W,78,126.25502372004678,179.06497627995327,321.4
8389-01-01 00:00:00,RQ,PHY,23,A,28,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHY,23,F,29,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHY,23,W,50,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHY,24,F,26,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PHY,24,W,14,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,21,F,1348,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,22,A,848,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,22,F,1273,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,22,W,935,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,23,A,172,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,23,F,246,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,23,W,575,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,24,A,155,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,24,F,337,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PNV,24,W,473,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PSC,21,F,1,66.27011982115266,93.72988017884734,160.0
8389-01-01 00:00:00,RQ,PSY,21,F,126,6703.327459228691,9495.232540771309,16198.56
8389-01-01 00:00:00,RQ,PSY,22,W,14,1184.6498052425848,1702.850194757416,3397.1
8389-01-01 00:00:00,RQ,PTA,21,F,283,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PTA,22,F,217,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PTA,22,W,74,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PTA,23,F,190,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PTA,23,W,132,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PTA,24,F,226,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,PTA,24,W,87,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,21,F,276,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,22,A,22,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,22,F,216,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,22,W,62,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,23,A,8,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,23,F,214,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,23,W,80,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,24,A,26,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,24,F,237,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RCT,24,W,94,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,REA,22,W,139,7015.82456628398,9016.435433716022,18862.3
8389-01-01 00:00:00,RQ,RET,21,F,56,962.8469472142068,1393.1630527857933,2772.09
8389-01-01 00:00:00,RQ,RET,22,A,22,470.87987287881964,655.4201271211805,1325.1
8389-01-01 00:00:00,RQ,RET,22,W,57,1221.3365858238387,1699.9034141761615,3436.86
8389-01-01 00:00:00,RQ,RET,23,F,28,927.7391964957498,1026.3808035042505,2299.08
8389-01-01 00:00:00,RQ,RET,23,W,24,705.1556477118621,969.804352288138,1970.6399999999999
8389-01-01 00:00:00,RQ,RGT,21,F,110,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,22,A,42,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,22,F,196,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,22,W,150,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,23,A,44,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,23,F,153,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,23,W,53,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,24,A,50,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,24,F,165,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,RGT,24,W,61,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SOC,21,F,67,3311.3648943859916,4658.395105614008,8172.5599999999995
8389-01-01 00:00:00,RQ,SOC,22,W,11,894.8928502191321,1251.6471497808682,2511.58
8389-01-01 00:00:00,RQ,SOC,23,F,32,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SOC,23,W,19,308.98879078071013,431.8212092192899,740.8100000000001
8389-01-01 00:00:00,RQ,SPT,21,F,172,8184.62391308773,11564.80608691227,20112.48
8389-01-01 00:00:00,RQ,SPT,23,W,8,380.8363135733702,539.1636864266297,920.0
8389-01-01 00:00:00,RQ,SUT,21,F,202,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SUT,22,F,65,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SUT,22,W,14,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SUT,23,F,160,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SUT,23,W,15,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SUT,24,F,84,0.0,0.0,0.0
8389-01-01 00:00:00,RQ,SUT,24,W,17,0.0,0.0,0.0
